Type                                  Module                      Label             Process   
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedCosmicsMuons"   "MYHLT"   
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedCosmicsMuons"   "MYHLT"   
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedFakeMuons"   "MYHLT"   
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedFakeMuons"   "MYHLT"   
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedHF"       "MYHLT"   
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedHF"       "MYHLT"   
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedPunchThroughMuons"   "MYHLT"   
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedPunchThroughMuons"   "MYHLT"   
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedPunchThroughNeutralHadrons"   "MYHLT"   
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedPunchThroughNeutralHadrons"   "MYHLT"   
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedTrackerAndGlobalMuons"   "MYHLT"   
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedTrackerAndGlobalMuons"   "MYHLT"   
vector<reco::PFCluster>               "hltParticleFlowClusterECALUncorrectedUnseeded"   ""                "MYHLT"   
vector<reco::PFCluster>               "hltParticleFlowClusterECALUnseeded"   ""                "MYHLT"   
vector<reco::PFCluster>               "hltParticleFlowClusterHBHE"   ""                "MYHLT"   
vector<reco::PFCluster>               "hltParticleFlowClusterHCAL"   ""                "MYHLT"   
vector<reco::PFCluster>               "hltParticleFlowClusterHF"   ""                "MYHLT"   
vector<reco::PFCluster>               "hltParticleFlowClusterPSUnseeded"   ""                "MYHLT"   
vector<reco::PFJet>                   "hltAK4PFJets"              ""                "MYHLT"   
vector<reco::PFJet>                   "hltAK4PFJetsCorrected"     ""                "MYHLT"   
vector<reco::PFJet>                   "hltAK4PFJetsForTaus"       ""                "MYHLT"   
vector<reco::PFJet>                   "hltAK4PFJetsLooseID"       ""                "MYHLT"   
vector<reco::PFJet>                   "hltAK4PFJetsLooseIDCorrected"   ""                "MYHLT"   
vector<reco::PFJet>                   "hltAK4PFJetsTightID"       ""                "MYHLT"   
vector<reco::PFJet>                   "hltAK4PFJetsTightIDCorrected"   ""                "MYHLT"   
vector<reco::PFJet>                   "hltMatchedVBFIsoTauTwoPFJetsDoubleLooseChargedIsoPFTauHPS20OverlapRemoval"   ""                "MYHLT"   
vector<reco::PFJet>                   "hltMatchedVBFIsoTauTwoPFJetsDoubleMediumChargedIsoPFTauHPS20OverlapRemoval"   ""                "MYHLT"   
vector<reco::PFJet>                   "hltMatchedVBFIsoTauTwoPFJetsDoubleTightChargedIsoPFTauHPS20OverlapRemoval"   ""                "MYHLT"   
vector<reco::PFJet>                   "hltMatchedVBFTwoPFJetsDoubleLooseChargedIsoPFTauHPS20OverlapRemoval"   ""                "MYHLT"   
vector<reco::PFJet>                   "hltMatchedVBFTwoPFJetsDoubleMediumChargedIsoPFTauHPS20OverlapRemoval"   ""                "MYHLT"   
vector<reco::PFJet>                   "hltMatchedVBFTwoPFJetsDoubleTightChargedIsoPFTauHPS20OverlapRemoval"   ""                "MYHLT"   
vector<reco::PFJet>                   "hltVBFIsoTauL1TLooseIDPFJetsMatching"   "ThreeJets"       "MYHLT"   
vector<reco::PFJet>                   "hltVBFL1TLooseIDPFJetsMatching"   "ThreeJets"       "MYHLT"   
vector<reco::PFJet>                   "hltVBFIsoTauL1TLooseIDPFJetsMatching"   "TwoJets"         "MYHLT"   
vector<reco::PFJet>                   "hltVBFL1TLooseIDPFJetsMatching"   "TwoJets"         "MYHLT"   
vector<reco::PFJet>                   "hltTauPFJets08Region"      "jets"            "MYHLT"   
vector<reco::PFRecHit>                "hltParticleFlowRecHitECALUnseeded"   ""                "MYHLT"   
vector<reco::PFRecHit>                "hltParticleFlowRecHitHBHE"   ""                "MYHLT"   
vector<reco::PFRecHit>                "hltParticleFlowRecHitHF"   ""                "MYHLT"   
vector<reco::PFRecHit>                "hltParticleFlowRecHitPSUnseeded"   ""                "MYHLT"   
vector<reco::PFRecHit>                "hltParticleFlowRecHitECALUnseeded"   "Cleaned"         "MYHLT"   
vector<reco::PFRecHit>                "hltParticleFlowRecHitHBHE"   "Cleaned"         "MYHLT"   
vector<reco::PFRecHit>                "hltParticleFlowRecHitHF"   "Cleaned"         "MYHLT"   
vector<reco::PFRecHit>                "hltParticleFlowRecHitPSUnseeded"   "Cleaned"         "MYHLT"   
vector<reco::PFRecTrack>              "hltLightPFTracks"          ""                "MYHLT"   
vector<reco::PFTau>                   "hltHpsCombinatoricRecoTaus"   ""                "MYHLT"   
vector<reco::PFTau>                   "hltHpsPFTauProducer"       ""                "MYHLT"   
vector<reco::PFTau>                   "hltHpsPFTauProducerSansRefs"   ""                "MYHLT"   
vector<reco::PFTau>                   "hltHpsSelectedPFTausTrackFinding"   ""                "MYHLT"   
vector<reco::PFTau>                   "hltHpsSelectedPFTausTrackFindingLooseChargedIsolation"   ""                "MYHLT"   
vector<reco::PFTau>                   "hltHpsSelectedPFTausTrackFindingLooseChargedIsolationAgainstMuon"   ""                "MYHLT"   
vector<reco::PFTau>                   "hltHpsSelectedPFTausTrackFindingMediumChargedIsolation"   ""                "MYHLT"   
vector<reco::PFTau>                   "hltHpsSelectedPFTausTrackFindingMediumChargedIsolationAgainstMuon"   ""                "MYHLT"   
vector<reco::PFTau>                   "hltHpsSelectedPFTausTrackFindingTightChargedIsolation"   ""                "MYHLT"   
vector<reco::PFTau>                   "hltHpsSelectedPFTausTrackFindingTightChargedIsolationAgainstMuon"   ""                "MYHLT"   
vector<reco::PFTau>                   "hltVBFIsoTauL1THpsPFTauTrackLooseChargedIsoAgainstMuonMatching"   ""                "MYHLT"   
vector<reco::PFTau>                   "hltVBFIsoTauL1THpsPFTauTrackMediumChargedIsoAgainstMuonMatching"   ""                "MYHLT"   
vector<reco::PFTau>                   "hltVBFIsoTauL1THpsPFTauTrackTightChargedIsoAgainstMuonMatching"   ""                "MYHLT"   
vector<reco::RecoChargedCandidate>    "hltIter3IterL3MuonL2Candidates"   ""                "MYHLT"   
vector<reco::RecoChargedCandidate>    "hltIterL3MuonCandidates"   ""                "MYHLT"   
vector<reco::RecoChargedCandidate>    "hltIterL3OIL3MuonCandidates"   ""                "MYHLT"   
vector<reco::RecoChargedCandidate>    "hltL2MuonCandidates"       ""                "MYHLT"   
vector<reco::RecoChargedRefCandidate>    "hltIter1TrackRefsForJets4Iter2"   ""                "MYHLT"   
vector<reco::RecoTauPiZero>           "hltHpsPFTauProducer"       "pizeros"         "MYHLT"   
vector<reco::Track>                   "hltDoubletRecoveryPFlowCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltDoubletRecoveryPFlowTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter0IterL3FromL1MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter0IterL3FromL1MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter0IterL3MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter0IterL3MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter0PFlowCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter0PFlowTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter1Merged"            ""                "MYHLT"   
vector<reco::Track>                   "hltIter1PFlowCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter1PFlowTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter1PixelTracks"       ""                "MYHLT"   
vector<reco::Track>                   "hltIter2IterL3FromL1MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter2IterL3FromL1MuonMerged"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter2IterL3FromL1MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter2IterL3MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter2IterL3MuonMerged"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter2IterL3MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter2Merged"            ""                "MYHLT"   
vector<reco::Track>                   "hltIter2PFlowCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter2PFlowTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter3IterL3FromL1MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter3IterL3FromL1MuonMerged"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter3IterL3FromL1MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter3IterL3MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter3IterL3MuonMerged"   ""                "MYHLT"   
vector<reco::Track>                   "hltIter3IterL3MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::Track>                   "hltIterL3FromL1MuonPixelTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIterL3GlbMuon"          ""                "MYHLT"   
vector<reco::Track>                   "hltIterL3MuonAndMuonFromL1Merged"   ""                "MYHLT"   
vector<reco::Track>                   "hltIterL3MuonMerged"       ""                "MYHLT"   
vector<reco::Track>                   "hltIterL3MuonPixelTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIterL3MuonTracks"       ""                "MYHLT"   
vector<reco::Track>                   "hltIterL3OIL3Muons"        ""                "MYHLT"   
vector<reco::Track>                   "hltIterL3OIMuCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::Track>                   "hltIterL3OIMuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::Track>                   "hltL2Muons"                ""                "MYHLT"   
vector<reco::Track>                   "hltL2SelectorForL3IO"      ""                "MYHLT"   
vector<reco::Track>                   "hltL3MuonsIterL3IO"        ""                "MYHLT"   
vector<reco::Track>                   "hltL3MuonsIterL3OI"        ""                "MYHLT"   
vector<reco::Track>                   "hltMergedTracks"           ""                "MYHLT"   
vector<reco::Track>                   "hltPFMuonMerging"          ""                "MYHLT"   
vector<reco::Track>                   "hltPixelTracks"            ""                "MYHLT"   
vector<reco::Track>                   "hltPixelTracksFromQuadrupletsRegForTau"   ""                "MYHLT"   
vector<reco::Track>                   "hltPixelTracksFromTripletsRegForTau"   ""                "MYHLT"   
vector<reco::Track>                   "hltPixelTracksMergedRegForTau"   ""                "MYHLT"   
vector<reco::Track>                   "hltIterL3GlbMuon"          "L2Seeded"        "MYHLT"   
vector<reco::Track>                   "hltL3MuonsIterL3IO"        "L2Seeded"        "MYHLT"   
vector<reco::Track>                   "hltL3MuonsIterL3OI"        "L2Seeded"        "MYHLT"   
vector<reco::Track>                   "hltL2Muons"                "UpdatedAtVtx"    "MYHLT"   
vector<reco::TrackExtra>              "hltDoubletRecoveryPFlowCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltDoubletRecoveryPFlowTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter0IterL3FromL1MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter0IterL3FromL1MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter0IterL3MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter0IterL3MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter0PFlowCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter0PFlowTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter1Merged"            ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter1PFlowCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter1PFlowTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter1PixelTracks"       ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter2IterL3FromL1MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter2IterL3FromL1MuonMerged"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter2IterL3FromL1MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter2IterL3MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter2IterL3MuonMerged"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter2IterL3MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter2Merged"            ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter2PFlowCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter2PFlowTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter3IterL3FromL1MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter3IterL3FromL1MuonMerged"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter3IterL3FromL1MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter3IterL3MuonCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter3IterL3MuonMerged"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIter3IterL3MuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIterL3FromL1MuonPixelTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIterL3GlbMuon"          ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIterL3MuonAndMuonFromL1Merged"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIterL3MuonMerged"       ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIterL3MuonPixelTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIterL3MuonTracks"       ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIterL3OIMuCtfWithMaterialTracks"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIterL3OIMuonTrackSelectionHighPurity"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltL2Muons"                ""                "MYHLT"   
vector<reco::TrackExtra>              "hltL3MuonsIterL3IO"        ""                "MYHLT"   
vector<reco::TrackExtra>              "hltL3MuonsIterL3OI"        ""                "MYHLT"   
vector<reco::TrackExtra>              "hltMergedTracks"           ""                "MYHLT"   
vector<reco::TrackExtra>              "hltPFMuonMerging"          ""                "MYHLT"   
vector<reco::TrackExtra>              "hltPixelTracks"            ""                "MYHLT"   
vector<reco::TrackExtra>              "hltPixelTracksFromQuadrupletsRegForTau"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltPixelTracksFromTripletsRegForTau"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltPixelTracksMergedRegForTau"   ""                "MYHLT"   
vector<reco::TrackExtra>              "hltIterL3GlbMuon"          "L2Seeded"        "MYHLT"   
vector<reco::TrackExtra>              "hltL3MuonsIterL3IO"        "L2Seeded"        "MYHLT"   
vector<reco::TrackExtra>              "hltL3MuonsIterL3OI"        "L2Seeded"        "MYHLT"   
vector<reco::TrackJet>                "hltAK4Iter1TrackJets4Iter2"   ""                "MYHLT"   
vector<reco::TrackJet>                "hltIter1TrackAndTauJets4Iter2"   ""                "MYHLT"   
vector<reco::Vertex>                  "hltIterL3FromL1MuonPixelVertices"   ""                "MYHLT"   
vector<reco::Vertex>                  "hltIterL3FromL1MuonTrimmedPixelVertices"   ""                "MYHLT"   
vector<reco::Vertex>                  "hltIterL3MuonPixelVertices"   ""                "MYHLT"   
vector<reco::Vertex>                  "hltIterL3MuonTrimmedPixelVertices"   ""                "MYHLT"   
vector<reco::Vertex>                  "hltPixelVertices"          ""                "MYHLT"   
vector<reco::Vertex>                  "hltPixelVerticesRegForTau"   ""                "MYHLT"   
vector<reco::Vertex>                  "hltTrimmedPixelVertices"   ""                "MYHLT"   
vector<pair<unsigned long,edm::Ptr<reco::PFCluster> > >    "hltParticleFlowClusterECALUnseeded"   ""                "MYHLT"   
vector<unsigned char>                 "hltDoubletRecoveryPFlowTrackCutClassifier"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltDoubletRecoveryPFlowTrackSelectionHighPurity"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter0IterL3FromL1MuonTrackCutClassifier"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter0IterL3FromL1MuonTrackSelectionHighPurity"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter0IterL3MuonTrackCutClassifier"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter0IterL3MuonTrackSelectionHighPurity"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter0PFlowTrackCutClassifier"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter0PFlowTrackSelectionHighPurity"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter1PFlowTrackCutClassifierDetached"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter1PFlowTrackCutClassifierMerged"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter1PFlowTrackCutClassifierPrompt"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter1PFlowTrackSelectionHighPurity"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter2IterL3FromL1MuonTrackCutClassifier"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter2IterL3FromL1MuonTrackSelectionHighPurity"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter2IterL3MuonTrackCutClassifier"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter2IterL3MuonTrackSelectionHighPurity"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter2PFlowTrackCutClassifier"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter2PFlowTrackSelectionHighPurity"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter3IterL3FromL1MuonTrackCutClassifier"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter3IterL3FromL1MuonTrackSelectionHighPurity"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter3IterL3MuonTrackCutClassifier"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIter3IterL3MuonTrackSelectionHighPurity"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIterL3OIMuonTrackCutClassifier"   "QualityMasks"    "MYHLT"   
vector<unsigned char>                 "hltIterL3OIMuonTrackSelectionHighPurity"   "QualityMasks"    "MYHLT"   
trigger::TriggerEvent                 "hltTriggerSummaryAOD"      ""                "MYHLT"   
trigger::TriggerEventWithRefs         "hltTriggerSummaryRAW"      ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltDoubleL2IsoTau20eta2p2"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltDoubleL2Tau20eta2p2"    ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsDoublePFTau20"       ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsDoublePFTau20Track"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsDoublePFTau20TrackLooseChargedIso"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsDoublePFTau20TrackLooseChargedIsoAgainstMuon"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsDoublePFTau20TrackMediumChargedIso"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsDoublePFTau20TrackMediumChargedIsoAgainstMuon"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsDoublePFTau20TrackTightChargedIso"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsDoublePFTau20TrackTightChargedIsoAgainstMuon"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsPFTau50TrackPt1LooseChargedIsolationL1HLTMatched"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsPFTau50TrackPt1MediumChargedIsolationL1HLTMatched"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsPFTau50TrackPt1TightChargedIsolationL1HLTMatched"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltHpsPFTauTrack"          ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltL1VBFDiJetIsoTau"       ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltL1VBFDiJetOR"           ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltL2TauIsoFilter"         ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltMatchedVBFIsoTauTwoPFJets2CrossCleanedFromDoubleLooseChargedIsoPFTauHPS20"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltMatchedVBFIsoTauTwoPFJets2CrossCleanedFromDoubleMediumChargedIsoPFTauHPS20"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltMatchedVBFIsoTauTwoPFJets2CrossCleanedFromDoubleTightChargedIsoPFTauHPS20"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltMatchedVBFOnePFJet2CrossCleanedFromDoubleLooseChargedIsoPFTauHPS20"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltMatchedVBFOnePFJet2CrossCleanedFromDoubleMediumChargedIsoPFTauHPS20"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltMatchedVBFOnePFJet2CrossCleanedFromDoubleTightChargedIsoPFTauHPS20"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltMatchedVBFTwoPFJets2CrossCleanedFromDoubleLooseChargedIsoPFTauHPS20"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltMatchedVBFTwoPFJets2CrossCleanedFromDoubleMediumChargedIsoPFTauHPS20"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltMatchedVBFTwoPFJets2CrossCleanedFromDoubleTightChargedIsoPFTauHPS20"   ""                "MYHLT"   
trigger::TriggerFilterObjectWithRefs   "hltTauJet5"                ""                "MYHLT"   
